sentiment,review_text,review_text_original,review_text_encoding_fixed,review_text_cleaned,encoding_changed,contraction_changed,non_english_words
Negative,micro management will happen if you dont hit your target,micro-management will happen if u dont hit ur target,micro-management will happen if u dont hit ur target,micro-management will happen if you do not hit you are target,False,True,[]
Negative,unreasonable workload,unreasonable workload.,unreasonable workload.,unreasonable workload.,False,False,[]
Negative,sales oriented working culture,sales oriented working culture,sales oriented working culture,sales oriented working culture,False,False,[]
Positive,good workplace,good workplace,good workplace,good workplace,False,False,[]
Negative,not enough of staff so ask to do extra work,not enough of staff so ask to do extra work.,not enough of staff so ask to do extra work.,not enough of staff so ask to do extra work.,False,False,[]
Positive,good place for learning,good place for learning.,good place for learning.,good place for learning.,False,False,[]
Positive,public sector banks are known for offering stable and attractive salary packages making them a popular choice for individuals seeking long term career opportunities,"public sector banks are known for offering stable and attractive salary packages, making them a popular choice for individuals seeking long-term career opportunities.","public sector banks are known for offering stable and attractive salary packages, making them a popular choice for individuals seeking long-term career opportunities.","public sector banks are known for offering stable and attractive salary packages, making them a popular choice for individuals seeking long-term career opportunities.",False,False,[]
Positive,fun and new experience,fun and new experience.,fun and new experience.,fun and new experience.,False,False,[]
Negative,this has resulted in inefficiencies and missed opportunities for improvement,this has resulted in inefficiencies and missed opportunities for improvement.,this has resulted in inefficiencies and missed opportunities for improvement.,this has resulted in inefficiencies and missed opportunities for improvement.,False,False,[]
Positive,career development offers structured training programs and opportunities for internal mobility,career development: offers structured training programs and opportunities for internal mobility.,career development: offers structured training programs and opportunities for internal mobility.,career development: offers structured training programs and opportunities for internal mobility.,False,False,[]
Negative,manual process a lot redundant work causing a lot work,manual process a lot redundant work causing a lot work,manual process a lot redundant work causing a lot work,manual process a lot redundant work causing a lot work,False,False,[]
Positive,a good company to start with in banking line,a good company to start with in banking line,a good company to start with in banking line,a good company to start with in banking line,False,False,[]
Positive,but the people is fun and willing to share the experiences,but the people is fun and willing to share the experiences.,but the people is fun and willing to share the experiences.,but the people is fun and willing to share the experiences.,False,False,[]
Positive,a good place to learn and improve in,a good place to learn and improve in.,a good place to learn and improve in.,a good place to learn and improve in.,False,False,[]
Negative,but suffers from outdated systems clunky app heavy workload limited workâlife balance," but suffers from outdated systems, clunky app, heavy workload & limited workâlife balance."," but suffers from outdated systems, clunky app, heavy workload & limited work‑life balance."," but suffers from outdated systems, clunky app, heavy workload & limited work‑life balance.",True,False,[]
Negative,cons no more work from home and fixed working hours,"cons no more work from home, and fixed working hours.","cons no more work from home, and fixed working hours.","cons no more work from home, and fixed working hours.",False,False,[]
Negative,dont really like the benefits they offer especially in terms of commission,dont really like the benefits they offer especially in terms of commision.,dont really like the benefits they offer especially in terms of commision.,do not really like the benefits they offer especially in terms of commision.,False,True,[]
Negative,but no work life balance,but no work life balance,but no work life balance,but no work life balance,False,False,[]
Negative,i wanted to stay but i felt disappointed for a couple of reasons which made me resign,"i wanted to stay but i felt disappointed for a couple of reasons, which made me resign.","i wanted to stay but i felt disappointed for a couple of reasons, which made me resign.","i wanted to stay but i felt disappointed for a couple of reasons, which made me resign.",False,False,[]
Negative,working as collector is hard as doing sales for bank,working as collector is hard as doing sales for bank.,working as collector is hard as doing sales for bank.,working as collector is hard as doing sales for bank.,False,False,[]
Positive,good bonus,good bonus,good bonus,good bonus,False,False,[]
Positive,most people here are around your age so youâll definitely be able to get along with everyone there,most people here are around your age so youâll definitely be able to get along with everyone there.,most people here are around your age so you'll definitely be able to get along with everyone there.,most people here are around your age so you will definitely be able to get along with everyone there.,True,True,[]
Positive,other colleagues she treated well,other colleagues she treated well.,other colleagues she treated well.,other colleagues she treated well.,False,False,[]
Negative,no life balance,no life balance.,no life balance.,no life balance.,False,False,[]
Positive,good working environment,good working environment.,good working environment.,good working environment.,False,False,[]
Positive,the starting salary is quite good,the starting salary is quite good.,the starting salary is quite good.,the starting salary is quite good.,False,False,[]
Positive,target given by company higher,target given by company higher ,target given by company higher ,target given by company higher ,False,False,[]
Negative,little to no staff engagement,little to no staff engagement,little to no staff engagement,little to no staff engagement,False,False,[]
Negative,this imbalance has taken a toll on morale and productivity,this imbalance has taken a toll on morale and productivity.,this imbalance has taken a toll on morale and productivity.,this imbalance has taken a toll on morale and productivity.,False,False,[]
Negative,limited support and some bias in how situations are handled especially concerning differences in religion,"limited support and some bias in how situations are handled, especially concerning differences in religion.","limited support and some bias in how situations are handled, especially concerning differences in religion.","limited support and some bias in how situations are handled, especially concerning differences in religion.",False,False,[]
Positive,branch environment is good got to know and work together with new people,"branch environment is good, got to know and work together with new people.","branch environment is good, got to know and work together with new people.","branch environment is good, got to know and work together with new people.",False,False,[]
Positive,over all good experience and good remuneration,over all good experience and good remuneration.,over all good experience and good remuneration.,over all good experience and good remuneration.,False,False,[]
Positive,they are offering better benefits in comparison to other companies i e annual leave medical insurance etc,"they are offering better benefits in comparison to other companies, i.e. annual leave, medical, insurance etc.","they are offering better benefits in comparison to other companies, i.e. annual leave, medical, insurance etc.","they are offering better benefits in comparison to other companies, i.e. annual leave, medical, insurance etc.",False,False,[]
Positive,benefit and bonus,benefit and bonus,benefit and bonus,benefit and bonus,False,False,[]
Positive,pleasant people to work with,pleasent people to work with.,pleasent people to work with.,pleasent people to work with.,False,False,[]
Positive,learned a lot of skills,learned a lot of skills.,learned a lot of skills.,learned a lot of skills.,False,False,[]
Positive,good pay for overtime,good pay for ot,good pay for ot,good pay for ot,False,False,[]
Positive,lots of benefits,lots of benefits.,lots of benefits.,lots of benefits.,False,False,[]
Positive,benefits were great for big company,benefits were great for big company.,benefits were great for big company.,benefits were great for big company.,False,False,[]
Negative,software are outdated payment system is slow and s era,"software are outdated, payment system is slow and 90s era.","software are outdated, payment system is slow and 90s era.","software are outdated, payment system is slow and 90s era.",False,False,[]
Positive,the food at the cafe is so good,the food at the cafe is so good.,the food at the cafe is so good.,the food at the cafe is so good.,False,False,[]
Positive,good environment and management,good environment and management ,good environment and management ,good environment and management ,False,False,[]
Positive,bankname pay good salary,hsbc pay good salary.,hsbc pay good salary.,hsbc pay good salary.,False,False,[]
Positive,good place and good job,good place and good job,good place and good job,good place and good job,False,False,[]
Positive,good to work,good to work,good to work,good to work,False,False,[]
Positive,i learned how a leading financial institution operates and gained hands on exposure to real banking tasks,i learned how a leading financial institution operates and gained hands-on exposure to real banking tasks.,i learned how a leading financial institution operates and gained hands-on exposure to real banking tasks.,i learned how a leading financial institution operates and gained hands-on exposure to real banking tasks.,False,False,[]
Negative,the working there is quite tough for people who are passionate can work there,the working there is quite tough for people who are passionate can work there.,the working there is quite tough for people who are passionate can work there.,the working there is quite tough for people who are passionate can work there.,False,False,[]
Positive,good pay,good pay,good pay,good pay,False,False,[]
Negative,your workload will be increased without letting you know in advance or without asking your permission to do so,your workload will be increased without letting you know in advance or without asking your permission to do so.,your workload will be increased without letting you know in advance or without asking your permission to do so.,your workload will be increased without letting you know in advance or without asking your permission to do so.,False,False,[]
Negative,the workload can be overwhelming often requiring employees to work long hours with little acknowledgment or compensation,"the workload can be overwhelming, often requiring employees to work long hours with little acknowledgment or compensation.","the workload can be overwhelming, often requiring employees to work long hours with little acknowledgment or compensation.","the workload can be overwhelming, often requiring employees to work long hours with little acknowledgment or compensation.",False,False,[]
Positive,fun people company guidelines are ever changing,"fun people, company guidelines are ever changing","fun people, company guidelines are ever changing","fun people, company guidelines are ever changing",False,False,[]
Positive,overall my internship at bankname gave me a strong foundation and clearer understanding of the banking industry,"overall, my internship at maybank gave me a strong foundation and clearer understanding of the banking industry.","overall, my internship at maybank gave me a strong foundation and clearer understanding of the banking industry.","overall, my internship at maybank gave me a strong foundation and clearer understanding of the banking industry.",False,False,[]
Positive,good place to work but quite hierarchical due to the large size of the organisation,good place to work but quite hierarchical due to the large size of the organisation.,good place to work but quite hierarchical due to the large size of the organisation.,good place to work but quite hierarchical due to the large size of the organisation.,False,False,[]
Positive,it was fun at first,it was fun at first ,it was fun at first ,it was fun at first ,False,False,[]
Positive,the location is near the public access which is good training and script is given and the colleague is helpful,"the location is near the public access which is good, training and script is given and the colleague is helpful.","the location is near the public access which is good, training and script is given and the colleague is helpful.","the location is near the public access which is good, training and script is given and the colleague is helpful.",False,False,[]
Negative,only some supervisor are really getting on your nerve,only 'some' supervisor are really getting on your nerve,only 'some' supervisor are really getting on your nerve…,only 'some' supervisor are really getting on your nerve…,True,False,[]
Negative,schedule rotate every two weeks training sometime not enough time,"schedule rotate every two weeks ,training sometime not enough time","schedule rotate every two weeks ,training sometime not enough time","schedule rotate every two weeks ,training sometime not enough time",False,False,[]
Positive,everyone so kind though workloads might be heavier for senior exec but yeah,"everyone so kind, though workloads might be heavier for senior exec, but yeah.","everyone so kind, though workloads might be heavier for senior exec, but yeah.","everyone so kind, though workloads might be heavier for senior exec, but yeah.",False,False,[]
Positive,everything is great here can learn so many things,"everything is great here, can learn so many things ","everything is great here, can learn so many things ","everything is great here, can learn so many things ",False,False,[]
Positive,good place to learn for fresh,good place to learn for fresh.,good place to learn for fresh.,good place to learn for fresh.,False,False,[]
Positive,bonuses and annual increments are also part of the compensation structure making it financially rewarding over time,"bonuses and annual increments are also part of the compensation structure, making it financially rewarding over time.","bonuses and annual increments are also part of the compensation structure, making it financially rewarding over time.","bonuses and annual increments are also part of the compensation structure, making it financially rewarding over time.",False,False,[]
Positive,i was involved in data entry customer service and administrative work which improved my attention to detail and time management,"i was involved in data entry, customer service, and administrative work, which improved my attention to detail and time management.","i was involved in data entry, customer service, and administrative work, which improved my attention to detail and time management.","i was involved in data entry, customer service, and administrative work, which improved my attention to detail and time management.",False,False,[]
Negative,even if you have a little progress within months the boss and my mentor won't be happy or celebrate your progress the only thing they do is by forcing you to do faster with increasing amount of workloads,"even if you have a little progress within 4 months, the boss and my mentor won't be happy or celebrate your progress, the only thing they do is by forcing you to do faster with increasing amount of workloads.","even if you have a little progress within 4 months, the boss and my mentor won't be happy or celebrate your progress, the only thing they do is by forcing you to do faster with increasing amount of workloads.","even if you have a little progress within 4 months, the boss and my mentor will not be happy or celebrate your progress, the only thing they do is by forcing you to do faster with increasing amount of workloads.",False,True,[]
Negative,the job itself is stressful the flow the calls the volume,"the job itself is stressful (the flow, the calls, the volume).","the job itself is stressful (the flow, the calls, the volume).","the job itself is stressful (the flow, the calls, the volume).",False,False,[]
Positive,friendly and supportive team,friendly and supportive team.,friendly and supportive team.,friendly and supportive team.,False,False,[]
Negative,they keep on asking why cant achieve the target,they keep on asking why cant achieve the target.,they keep on asking why cant achieve the target.,they keep on asking why cannot achieve the target.,False,True,[]
Positive,in terms of learning and experience you might gain a lot,in terms of learning and experience you might gain a lot,in terms of learning and experience you might gain a lot,in terms of learning and experience you might gain a lot,False,False,[]
Positive,but friendly people and good pay will help me when i ask for help,"but friendly people and good pay, will help me when i ask for help, ","but friendly people and good pay, will help me when i ask for help, ","but friendly people and good pay, will help me when i ask for help, ",False,False,[]
Positive,good and productive place,good and productive place,good and productive place,good and productive place,False,False,[]
Positive,most colleagues are helpful and professional,"most colleagues are helpful and professional,","most colleagues are helpful and professional,","most colleagues are helpful and professional,",False,False,[]
Positive,i learned to manage pressure improve my communication skills and adapt quickly especially after the bankname bank migration,"i learned to manage pressure, improve my communication skills, and adapt quickly especially after the citi bank migration.","i learned to manage pressure, improve my communication skills, and adapt quickly especially after the citi bank migration.","i learned to manage pressure, improve my communication skills, and adapt quickly especially after the citi bank migration.",False,False,[]
Negative,poor leadership,poor leadership,poor leadership,poor leadership,False,False,[]
Negative,but need to work overtime most of the time for my role quite challenging for my role," but need to work overtime most of the time for my role, quite challenging for my role"," but need to work overtime most of the time for my role, quite challenging for my role"," but need to work overtime most of the time for my role, quite challenging for my role",False,False,[]
Positive,rights by you united work as one,"rights by you, united-work as one","rights by you, united-work as one","rights by you, united-work as one",False,False,[]
Positive,overall it a good workplace and there are many roles in the bank where you can apply for swaps,overall it's a good workplace and there are many roles in the bank where you can apply for swaps.,overall it's a good workplace and there are many roles in the bank where you can apply for swaps.,overall it is a good workplace and there are many roles in the bank where you can apply for swaps.,False,True,[]
Positive,team members also nice,team members also nice .,team members also nice .,team members also nice .,False,False,[]
Positive,good compensation,"good compensation, ","good compensation, ","good compensation, ",False,False,[]
Positive,fun and supportive culture but too many task,fun and supportive culture but too many task,fun and supportive culture but too many task,fun and supportive culture but too many task,False,False,[]
Positive,but benefit all great,but benefit all great,but benefit all great,but benefit all great,False,False,[]
Positive,good benefits such as maternity healthcare dental optical etc,"good benefits such as maternity, healthcare, dental, optical, etc.","good benefits such as maternity, healthcare, dental, optical, etc.","good benefits such as maternity, healthcare, dental, optical, etc.",False,False,[]
Negative,chances of you getting a job permanently is almost impossible,chances of you getting a job permanently is almost impossible.,chances of you getting a job permanently is almost impossible.,chances of you getting a job permanently is almost impossible.,False,False,[]
Positive,teamwork is always there in the bank industry,teamwork is always there in the bank industry.,teamwork is always there in the bank industry.,teamwork is always there in the bank industry.,False,False,[]
Positive,performance bonus commission scheme for sales staff retirement benefits for all officer level,"performance bonus , commission scheme for sales staff , retirement benefits for all officer level .","performance bonus , commission scheme for sales staff , retirement benefits for all officer level .","performance bonus , commission scheme for sales staff , retirement benefits for all officer level .",False,False,[]
Positive,everyone worked together towards common goals and the management valued hard work and integrity,"everyone worked together towards common goals, and the management valued hard work and integrity.","everyone worked together towards common goals, and the management valued hard work and integrity.","everyone worked together towards common goals, and the management valued hard work and integrity.",False,False,[]
Negative,additionally there appears to be a lack of transparency in commission structures with practices that may unintentionally favor certain individuals,"additionally, there appears to be a lack of transparency in commission structures, with practices that may unintentionally favor certain individuals.","additionally, there appears to be a lack of transparency in commission structures, with practices that may unintentionally favor certain individuals.","additionally, there appears to be a lack of transparency in commission structures, with practices that may unintentionally favor certain individuals.",False,False,[]
Positive,the acceptable overtime policy allowed for a healthy work life balance and the collaborative atmosphere within the bank made the workload more manageable,"the acceptable overtime policy allowed for a healthy work-life balance, and the collaborative atmosphere within the bank made the workload more manageable.","the acceptable overtime policy allowed for a healthy work-life balance, and the collaborative atmosphere within the bank made the workload more manageable.","the acceptable overtime policy allowed for a healthy work-life balance, and the collaborative atmosphere within the bank made the workload more manageable.",False,False,[]
Positive,please try this position as you will improve you thinking skill and communication skill,please try this position as you will improve you thinking skill and communication skill.,please try this position as you will improve you thinking skill and communication skill.,please try this position as you will improve you thinking skill and communication skill.,False,False,[]
Negative,the workload that you must do was not worth it by the salary offer,the workload that you must do was not worth it by the salary offer,the workload that you must do was not worth it by the salary offer,the workload that you must do was not worth it by the salary offer,False,False,[]
Positive,overall the internship was rewarding offering significant learning and development opportunities,"overall, the internship was rewarding, offering significant learning and development opportunities.","overall, the internship was rewarding, offering significant learning and development opportunities.","overall, the internship was rewarding, offering significant learning and development opportunities.",False,False,[]
Positive,good colleagues,good colleagues,good colleagues,good colleagues,False,False,[]
Positive,the staff benefits were good,the staff benefits were good.,the staff benefits were good.,the staff benefits were good.,False,False,[]
Positive,itâs a place where dedication and hard work are key to success,itâs a place where dedication and hard work are key to success.,it's a place where dedication and hard work are key to success.,it is a place where dedication and hard work are key to success.,True,True,[]
Positive,benefits are great,benefits are great,benefits are great,benefits are great,False,False,[]
Positive,anyways i find many good friends,anyways i find many good friends.,anyways i find many good friends.,anyways i find many good friends.,False,False,[]
Positive,it offers stability career growth opportunities and valuable banking experience," it offers stability, career growth opportunities, and valuable banking experience."," it offers stability, career growth opportunities, and valuable banking experience."," it offers stability, career growth opportunities, and valuable banking experience.",False,False,[]
Negative,the hardest part key performance indicator do sales since slow walk in at the branch,the hardest part: - kpi & do sales since slow walk in at the branch,the hardest part: - kpi & do sales since slow walk in at the branch,the hardest part: - kpi & do sales since slow walk in at the branch,False,False,[]
Positive,good benefits,good benefits,good benefits,good benefits,False,False,[]
Positive,the leadership team was approachable and there were many opportunities to grow and learn within the organization,"the leadership team was approachable, and there were many opportunities to grow and learn within the organization.","the leadership team was approachable, and there were many opportunities to grow and learn within the organization.","the leadership team was approachable, and there were many opportunities to grow and learn within the organization.",False,False,[]
Negative,if you like to work late at night without overtime getting scold with your senior getting push by your colleges improper training given by your company then this is the job your looking for,"if you like to work late at night without ot, getting scold with your senior, getting push by your colleges, unproper training given by your company, then this is the job your looking for.","if you like to work late at night without ot, getting scold with your senior, getting push by your colleges, unproper training given by your company, then this is the job your looking for.","if you like to work late at night without ot, getting scold with your senior, getting push by your colleges, unproper training given by your company, then this is the job your looking for.",False,False,[]
Positive,team work is going well with team members management is goodï¸ together progress,"team work is going well with team members, management is goodï¸ together progress","team work is going well with team members, management is good️ together progress","team work is going well with team members, management is good️ together progress",True,False,[]
Positive,busy but supportive work environment,busy but supportive work environment,busy but supportive work environment,busy but supportive work environment,False,False,[]
Negative,poor management and lack of guidance,poor management and lack of guidance,poor management and lack of guidance,poor management and lack of guidance,False,False,[]
Positive,productive good place to learn,productive & good place to learn,productive & good place to learn,productive & good place to learn,False,False,[]
Positive,i enjoyed the most during work collaboration with other departments,i enjoyed the most during work-collaboration with other departments,i enjoyed the most during work-collaboration with other departments,i enjoyed the most during work-collaboration with other departments,False,False,[]
Negative,there seems to be a disconnect between upper management vision and the day to day operations leading to confusion and a sense of aimlessness among employees,"there seems to be a disconnect between upper management's vision and the day-to-day operations, leading to confusion and a sense of aimlessness among employees.","there seems to be a disconnect between upper management's vision and the day-to-day operations, leading to confusion and a sense of aimlessness among employees.","there seems to be a disconnect between upper management's vision and the day-to-day operations, leading to confusion and a sense of aimlessness among employees.",False,False,[]
Positive,valued experience,valued experience,valued experience,valued experience,False,False,[]
Negative,too much politics,too much politics,too much politics,too much politics,False,False,[]
Negative,improper training,unproper training.,unproper training.,unproper training.,False,False,[]
Negative,workload didnât worth the salary,workload didnât worth the salary.,workload didn't worth the salary.,workload did not worth the salary.,True,True,[]
Negative,challenging environment,challenging environment,challenging environment,challenging environment,False,False,[]
Negative,creating a bad environment to work,creating a bad environment to work.,creating a bad environment to work.,creating a bad environment to work.,False,False,[]
Positive,meet good colleagues and friends,meet good colleagues and friends.,meet good colleagues and friends.,meet good colleagues and friends.,False,False,[]
Positive,stable job and good remuneration,stable job and good remuneration.,stable job and good remuneration.,stable job and good remuneration.,False,False,[]
Positive,good for fresh graduate to take experience,good for fresh graduate to take experience,good for fresh graduate to take experience,good for fresh graduate to take experience,False,False,[]
Negative,hardly have employee empowerment,hardly have employee empowerment.,hardly have employee empowerment.,hardly have employee empowerment.,False,False,[]
Positive,while there is still room for improvement in terms of workload balance and clearer communication at times the overall atmosphere remains motivating,"while there is still room for improvement in terms of workload balance and clearer communication at times, the overall atmosphere remains motivating.","while there is still room for improvement in terms of workload balance and clearer communication at times, the overall atmosphere remains motivating.","while there is still room for improvement in terms of workload balance and clearer communication at times, the overall atmosphere remains motivating.",False,False,[]
Positive,the working environment was professional yet friendly making it easy to adapt and learn,"the working environment was professional yet friendly, making it easy to adapt and learn.","the working environment was professional yet friendly, making it easy to adapt and learn.","the working environment was professional yet friendly, making it easy to adapt and learn.",False,False,[]
Positive,fun nice chill workplace sometimes stressful good for union staff low rank position fixed annual increment and salary adjustment every year however amount is small,"fun, nice, chill workplace, sometimes stressful, good for union staff (low rank position fixed annual increment and salary adjustment every year, however amount is small","fun, nice, chill workplace, sometimes stressful, good for union staff (low rank position fixed annual increment and salary adjustment every year, however amount is small","fun, nice, chill workplace, sometimes stressful, good for union staff (low rank position fixed annual increment and salary adjustment every year, however amount is small",False,False,[]
Negative,no proper workspace for meeting clients,no proper workspace for meeting clients,no proper workspace for meeting clients,no proper workspace for meeting clients,False,False,[]
Positive,team mates are knowledgeable and helpful,team mates are knowledgeable and helpful.,team mates are knowledgeable and helpful.,team mates are knowledgeable and helpful.,False,False,[]
Positive,i take has a challenge and enhance my work skill,i take has a challenge and enhance my work skill.,i take has a challenge and enhance my work skill.,i take has a challenge and enhance my work skill.,False,False,[]
Negative,moreover there is a lack of transparency in the compensation distribution process,"moreover, there is a lack of transparency in the compensation distribution process.","moreover, there is a lack of transparency in the compensation distribution process.","moreover, there is a lack of transparency in the compensation distribution process.",False,False,[]
Positive,colleagues were very helpful,colleagues were very helpful.,colleagues were very helpful.,colleagues were very helpful.,False,False,[]
Positive,year end bonus is very generous,year-end bonus is very generous.,year-end bonus is very generous.,year-end bonus is very generous.,False,False,[]
Positive,good commission and fun place to work nice and understanding management stressful when comes to sales,good commission and fun place to work nice and understanding management stressful when comes to sales.,good commission and fun place to work nice and understanding management stressful when comes to sales.,good commission and fun place to work nice and understanding management stressful when comes to sales.,False,False,[]
Positive,great for experience,great for experience,great for experience,great for experience,False,False,[]
Positive,good environment and helpful colleagues,good environment and helpful colleagues.,good environment and helpful colleagues.,good environment and helpful colleagues.,False,False,[]
Negative,not suitable for family person,not suitable for family person.,not suitable for family person.,not suitable for family person.,False,False,[]
Positive,nice workplace,nice workplace.,nice workplace.,nice workplace.,False,False,[]
Positive,good environment and supportive,good environment and supportive,good environment and supportive,good environment and supportive,False,False,[]
Positive,good thing are the benefits like annual leave and bonus,good thing are the benefits like al and bonus.,good thing are the benefits like al and bonus.,good thing are the benefits like al and bonus.,False,False,[]
Negative,bully staff all the way even though they made mistakes n didnt admit it,buli staff all the way eventho they made mistakes n didnt admit it.,buli staff all the way eventho they made mistakes n didnt admit it.,buli staff all the way eventho they made mistakes n did not admit it.,False,True,[]
Positive,good benefits like flexcare,good benefits like flexcare.,good benefits like flexcare.,good benefits like flexcare.,False,False,[]
Positive,flexible workplace,flexible workplace,flexible workplace,flexible workplace,False,False,[]
Positive,good place to work,good place to work.,good place to work.,good place to work.,False,False,[]
Positive,good colleagues and the task can be conducted efficiently,good colleagues and the task can be conducted efficiently.,good colleagues and the task can be conducted efficiently.,good colleagues and the task can be conducted efficiently.,False,False,[]
Positive,the most enjoyable part of the job is people to guide you and some genuine people around,the most enjoyable part of the job is people to guide you and some genuine people around.,the most enjoyable part of the job is people to guide you and some genuine people around.,the most enjoyable part of the job is people to guide you and some genuine people around.,False,False,[]
Positive,customer base are quite wide and can be tricky to handle but the customer are very warm to hear any proposal from bankname,customer base are quite wide and can be tricky to handle but the customer are very warm to hear any proposal from maybank,customer base are quite wide and can be tricky to handle but the customer are very warm to hear any proposal from maybank,customer base are quite wide and can be tricky to handle but the customer are very warm to hear any proposal from maybank,False,False,[]
Positive,benefits wise are quite good in banking industry,benefits wise are quite good in banking industry.,benefits wise are quite good in banking industry.,benefits wise are quite good in banking industry.,False,False,[]
Negative,career growth no unless you are chinese,career growth no unless you are chinese,career growth no unless you are chinese,career growth no unless you are chinese,False,False,[]
Positive,good company and exposure for junior level,good company and exposure for junior level.,good company and exposure for junior level.,good company and exposure for junior level.,False,False,[]
Positive,colleagues are friendly have to service with a lot of walk in customers normally you can only start your works after pm,"colleagues are friendly, have to service with a lot of walk in customers, normally you can only start your works after 4pm","colleagues are friendly, have to service with a lot of walk in customers, normally you can only start your works after 4pm","colleagues are friendly, have to service with a lot of walk in customers, normally you can only start your works after 4pm",False,False,[]
Positive,good benefits,good benefits ,good benefits ,good benefits ,False,False,[]
Positive,high salary especially for fresh graduates who intend to work here,"high salary, especially for fresh graduates who intend to work here","high salary, especially for fresh graduates who intend to work here","high salary, especially for fresh graduates who intend to work here",False,False,[]
Negative,bad management,bad management.,bad management.,bad management.,False,False,[]
Positive,best learning experience,best learning experience.,best learning experience.,best learning experience.,False,False,[]
Positive,great medical benefits,great medical benefits,great medical benefits,great medical benefits,False,False,[]
Negative,at times certain staff members have spoken harshly or disrespectfully toward others yet no action was taken to address it,"at times, certain staff members have spoken harshly or disrespectfully toward others, yet no action was taken to address it.","at times, certain staff members have spoken harshly or disrespectfully toward others, yet no action was taken to address it.","at times, certain staff members have spoken harshly or disrespectfully toward others, yet no action was taken to address it.",False,False,[]
Positive,selling small and medium sized enterprises loan by looking for your own cases are hectic having a good leader to guide you along the way as a freshie would help out a lot nonetheless good benefits and flexible work schedule,"selling sme loan by looking for your own cases are hectic having a good leader to guide you along the way as a freshie would help out a lot nonetheless, good benefits and flexible work schedule","selling sme loan by looking for your own cases are hectic having a good leader to guide you along the way as a freshie would help out a lot nonetheless, good benefits and flexible work schedule","selling sme loan by looking for your own cases are hectic having a good leader to guide you along the way as a freshie would help out a lot nonetheless, good benefits and flexible work schedule",False,False,[]
Positive,the work environment is fast paced with supportive senior colleagues and ample opportunities to learn,"the work environment is fast-paced, with supportive senior colleagues and ample opportunities to learn.","the work environment is fast-paced, with supportive senior colleagues and ample opportunities to learn.","the work environment is fast-paced, with supportive senior colleagues and ample opportunities to learn.",False,False,[]
Positive,bankname take care of staffs and give good benefit,rhb take care of staffs and give good benefit ,rhb take care of staffs and give good benefit ,rhb take care of staffs and give good benefit ,False,False,[]
Negative,not recommended,not recommended,not recommended,not recommended,False,False,[]
Positive,as this would be the great platform to sharpen my communication skills knowledge enhancement grow in self confidence maturity and develop good teamwork,"as this would be the great platform to sharpen my communication skills, knowledge enhancement, grow in self-contidence & maturity and develop good teamwork","as this would be the great platform to sharpen my communication skills, knowledge enhancement, grow in self-contidence & maturity and develop good teamwork","as this would be the great platform to sharpen my communication skills, knowledge enhancement, grow in self-contidence & maturity and develop good teamwork",False,False,[]
Positive,learnt a lot of new stuff and get a lot of help from higher ups regarding the work scope,learnt a lot of new stuff and get a lot of help from higher ups regarding the work scope.,learnt a lot of new stuff and get a lot of help from higher ups regarding the work scope.,learnt a lot of new stuff and get a lot of help from higher ups regarding the work scope.,False,False,[]
Positive,the good place to enhance skill in your career in financial institutions,the good place to enhance skill in ur career in financial institutions .,the good place to enhance skill in ur career in financial institutions .,the good place to enhance skill in you are career in financial institutions .,False,True,[]
Positive,work life balance good elearning,"work life balance, good elearning","work life balance, good elearning","work life balance, good elearning",False,False,[]
Positive,overall this experience has been enriching and iâm grateful for the opportunity to have been part of such a dynamic environment,"overall, this experience has been enriching, and iâm grateful for the opportunity to have been part of such a dynamic environment.","overall, this experience has been enriching, and i'm grateful for the opportunity to have been part of such a dynamic environment.","overall, this experience has been enriching, and i am grateful for the opportunity to have been part of such a dynamic environment.",True,True,[]
Positive,my time at bankname was a valuable learning experience and i'm grateful for the opportunities i had during my tenure,"my time at pbb was a valuable learning experience, and i'm grateful for the opportunities i had during my tenure.","my time at pbb was a valuable learning experience, and i'm grateful for the opportunities i had during my tenure.","my time at pbb was a valuable learning experience, and i am grateful for the opportunities i had during my tenure.",False,True,[]
Positive,a lot of parties or events good for extrovert,"a lot of parties or events, good for extrovert ","a lot of parties or events, good for extrovert ","a lot of parties or events, good for extrovert ",False,False,[]
Positive,the workplace also provides good opportunities to develop new skills whether through hands on tasks or guidance from more experienced colleagues,"the workplace also provides good opportunities to develop new skills, whether through hands-on tasks or guidance from more experienced colleagues.","the workplace also provides good opportunities to develop new skills, whether through hands-on tasks or guidance from more experienced colleagues.","the workplace also provides good opportunities to develop new skills, whether through hands-on tasks or guidance from more experienced colleagues.",False,False,[]
Positive,work life balance good elearning international exposure the pay might not as high as other local bank but they pay is quite fair,"work life balance, good elearning, internaltional exposure, the pay might not as high as other local bank but they pay is quite fair.","work life balance, good elearning, internaltional exposure, the pay might not as high as other local bank but they pay is quite fair.","work life balance, good elearning, internaltional exposure, the pay might not as high as other local bank but they pay is quite fair.",False,False,[]
Positive,good career progression opportunities,good career progression opportunities,good career progression opportunities,good career progression opportunities,False,False,[]
Positive,good for learning something new,good for learning something new,good for learning something new,good for learning something new,False,False,[]
Positive,colleagues nice and helpful got shift allowance be independent and quick learn in order to settle customer inquiries,colleagues nice and helpful got shift allowance be independent and quick learn in order to settle customer inquiries,colleagues nice and helpful got shift allowance be independent and quick learn in order to settle customer inquiries,colleagues nice and helpful got shift allowance be independent and quick learn in order to settle customer inquiries,False,False,[]
