AI_Label,Final_Label,AI_Confidence,Review_Status,sentence_text
Positive,2,0.857949793,Accepted,High pay with great benefits but expect to work a lot
Positive,Positive,0.859168053,Accepted,"The work processes are quite organized, which helps in managing tasks efficiently."
Positive,Positive,0.860098422,Accepted,However good environment and supportive team members
Positive,Positive,0.860127687,Accepted,"At branch, meet customer and give best service to customer"
Positive,Positive,0.860214412,Accepted,good environment
Positive,Positive,0.861282527,Accepted,Training is provided which is help a lot in job scope.
Negative,Negative,0.86143285,Accepted,Also micromanagement exist when manager only trust the leader not knowing the real problem from colleague.
Positive,Positive,0.861568034,Accepted,pb has a lot of benefits.
Positive,Positive,0.861815751,Accepted,Good for fresh graduate
Positive,Positive,0.861856639,Accepted,"The most enjoyable part was achieving targets through my own effort,"
Positive,Positive,0.861861825,Accepted,Have nice benefit compare to other company
Positive,Positive,0.861886621,Accepted,Good for fresh grad
Positive,Positive,0.861933112,Accepted,It can be hectic at one point but productive.
Positive,Positive,0.862258196,Accepted,High work load comes with great help from colleagues
Positive,Positive,0.862416744,Accepted,Gain a lot of benefits.
Negative,Negative,0.86324507,Accepted,"Can be limited progression, especially in a competitive environment."
Positive,Positive,0.863740146,Accepted,Good salary
Negative,Negative,0.863808095,Accepted,"Furthermore, the promotion structure appears to be heavily influenced by seniority and favoritism rather than clear meritocracy, which can be discouraging for high-performers."
Negative,Negative,0.863978744,Accepted,Please reconsider if you expecting to have stable career soon after graduation.
Positive,Positive,0.86405319,Accepted,Engaging and Challenging
Negative,Negative,0.864478827,Accepted,Bossy
Negative,Negative,0.864512444,Accepted,HR and HQ is OK but CURRENT Manager is TOXIC
Positive,Positive,0.865847826,Accepted,Can get more incentive of you work hard.
Positive,Positive,0.865849257,Accepted,with good benefits
Positive,Positive,0.865982711,Accepted,Good OT pay.
Negative,Negative,0.86605525,Accepted,"Everyone walking like super flash, too much work to be settle."
Positive,Positive,0.866178453,Accepted,"The department is well-organized, with clear procedures for loan processing, credit assessment, documentation, and compliance with banking regulations."
Negative,Negative,0.866433978,Accepted,The position is really stress.
Negative,Negative,0.866442859,Accepted,management dont want to help you or give you proper direction
Negative,Negative,0.866636813,Accepted,i find it even in a week it is too overwhelming.
Negative,Negative,0.867071807,Accepted,"Overall, not a supportive place to grow long-term."
Negative,Negative,0.867863834,Accepted,but bad management
Positive,Positive,0.868426323,Accepted,People are friendly and easy to approach.
Negative,Negative,0.869159102,Accepted,but not a good thing for introverts.
Positive,Positive,0.869426548,Accepted,Promotion can be very fast to some work function given the person is high performer in the team or department.
Positive,Positive,0.869485915,Accepted,Highly paid bonus and overtime
Positive,Positive,0.869636059,Accepted,"Work life balance is achievable if you're in the right division, right department and under the right team."
Positive,2,0.870021343,Accepted,Expect us to get the highest more KPI than in JD.
Negative,Negative,0.870528996,Accepted,Micro-management will happen if u dont hit ur target
Negative,Negative,0.870657325,Accepted,Unreasonable workload.
Positive,2,0.87121737,Accepted,Sales oriented working culture
Positive,Positive,0.871325791,Accepted,Good workplace
Negative,Negative,0.872366965,Accepted,Not enough of staff so ask to do extra work.
Positive,Positive,0.872479141,Accepted,Good place for learning.
Positive,Positive,0.873137891,Accepted,"Public sector banks are known for offering stable and attractive salary packages, making them a popular choice for individuals seeking long-term career opportunities."
Positive,Positive,0.873459756,Accepted,Fun and new experience.
Negative,Negative,0.873517215,Accepted,This has resulted in inefficiencies and missed opportunities for improvement.
Positive,Positive,0.87357372,Accepted,Career Development: Offers structured training programs and opportunities for internal mobility.
Negative,Negative,0.873869777,Accepted,Manual process a lot redundant work causing a lot work
Positive,Positive,0.873927176,Accepted,A good company to start with in banking line
Positive,Positive,0.873928428,Accepted,But the people is fun and willing to share the experiences.
Positive,Positive,0.874034464,Accepted,A good place to learn and improve in.
Negative,Negative,0.874182224,Accepted," but suffers from outdated systems, clunky app, heavy workload & limited workâlife balance."
Negative,Negative,0.874535024,Accepted,"Cons No more work from home, and fixed working hours."
Negative,Negative,0.874804378,Accepted,Dont really like the benefits they offer especially in terms of commision.
Negative,Negative,0.874907911,Accepted,but no work life balance
Negative,Negative,0.875009656,Accepted,"I wanted to stay but I felt disappointed for a couple of reasons, which made me resign."
Negative,Negative,0.875018299,Accepted,Working as Collector is hard as doing Sales for bank.
Positive,Positive,0.875086963,Accepted,Good bonus
Positive,Positive,0.875185192,Accepted,Most people here are around your age so youâll definitely be able to get along with everyone there.
Positive,Positive,0.875295222,Accepted,other colleagues she treated well.
Negative,Negative,0.875553071,Accepted,No life balance.
Positive,Positive,0.875619829,Accepted,Good working environment.
Positive,Positive,0.875811756,Accepted,The starting salary is quite good.
Positive,Positive,0.876213193,Accepted,Target given by company higher 
Negative,Negative,0.877123237,Accepted,Little to no staff engagement
Negative,Negative,0.877153695,Accepted,This imbalance has taken a toll on morale and productivity.
Negative,Negative,0.877156436,Accepted,"limited support and some bias in how situations are handled, especially concerning differences in religion."
Positive,Positive,0.877179265,Accepted,"Branch environment is good, got to know and work together with new people."
Positive,Positive,0.877480626,Accepted,Over all good experience and good remuneration.
Positive,Positive,0.877888501,Accepted,"They are offering better benefits in comparison to other companies, i.e. annual leave, medical, insurance etc."
Positive,Positive,0.87840724,Accepted,Benefit and bonus
Positive,Positive,0.878496051,Accepted,Pleasent people to work with.
Positive,Positive,0.878499985,Accepted,Learned a lot of skills.
Positive,Positive,0.878706038,Accepted,Good pay for OT
Positive,Positive,0.878929496,Accepted,Lots of benefits.
Positive,Positive,0.879085243,Accepted,Benefits were great for big company.
Negative,Negative,0.879395545,Accepted,"Software are outdated, payment system is slow and 90s era."
Positive,Positive,0.879614234,Accepted,The food at the cafe is so good.
Positive,Positive,0.879651129,Accepted,Good environment and management 
Positive,Positive,0.879841149,Accepted,Hsbc pay good salary.
Positive,Positive,0.879892528,Accepted,Good place and good job
Positive,Positive,0.880037665,Accepted,Good to work
Positive,Positive,0.880049169,Accepted,I learned how a leading financial institution operates and gained hands-on exposure to real banking tasks.
Negative,Negative,0.880152702,Accepted,the working there is quite tough for people who are passionate can work there.
Positive,Positive,0.880153835,Accepted,Good pay
Negative,Negative,0.880309105,Accepted,Your workload will be increased without letting you know in advance or without asking your permission to do so.
Negative,Negative,0.881103814,Accepted,"The workload can be overwhelming, often requiring employees to work long hours with little acknowledgment or compensation."
Positive,Positive,0.881235957,Accepted,"Fun people, company guidelines are ever changing"
Positive,Positive,0.88139236,Accepted,"Overall, my internship at Maybank gave me a strong foundation and clearer understanding of the banking industry."
Positive,Positive,0.881476045,Accepted,Good place to work but quite hierarchical due to the large size of the organisation.
Positive,Positive,0.881500959,Accepted,good salary
Positive,Positive,0.881960928,Accepted,it was fun at first 
Positive,Positive,0.882534325,Accepted,"The location is near the public access which is good, training and script is given and the colleague is helpful."
Negative,Negative,0.882685184,Accepted,Only 'some' supervisor are really getting on your nerve
Negative,Negative,0.883334398,Accepted,"schedule rotate every two weeks ,training sometime not enough time"
Positive,Positive,0.883916318,Accepted,"Everyone so kind, though workloads might be heavier for senior exec, but yeah."
Positive,Positive,0.883963823,Accepted,"Everything is great here, can learn so many things "
Positive,Positive,0.883982241,Accepted,Good place to learn for fresh.
Positive,Positive,0.884327948,Accepted,"Bonuses and annual increments are also part of the compensation structure, making it financially rewarding over time."
Positive,Positive,0.884336293,Accepted,"I was involved in data entry, customer service, and administrative work, which improved my attention to detail and time management."
Negative,Negative,0.884809077,Accepted,"Even if you have a little progress within 4 months, the boss and my mentor won't be happy or celebrate your progress, the only thing they do is by forcing you to do faster with increasing amount of workloads."
Negative,Negative,0.885260284,Accepted,"The job itself is stressful (the flow, the calls, the volume)."
Positive,Positive,0.885513604,Accepted,friendly and supportive team.
Negative,Negative,0.885749042,Accepted,They keep on asking why cant achieve the target.
Positive,Positive,0.885845721,Accepted,In terms of learning and experience you might gain a lot
Positive,Positive,0.88593328,Accepted,"but friendly people and good pay, will help me when i ask for help, "
Positive,Positive,0.88605088,Accepted,Good and productive place
Positive,Positive,0.886419654,Accepted,"Most colleagues are helpful and professional,"
Positive,Positive,0.886430562,Accepted,"I learned to manage pressure, improve my communication skills, and adapt quickly especially after the Citi Bank migration."
Negative,Negative,0.886681557,Accepted,Poor leadership
Negative,Negative,0.886883497,Accepted," but need to work overtime most of the time for my role, quite challenging for my role"
Positive,Positive,0.886904359,Accepted,"Rights by you, United-Work as one"
Positive,Positive,0.887011766,Accepted,Overall it's a good workplace and there are many roles in the Bank where you can apply for swaps.
Positive,Positive,0.887731731,Accepted,Team members also nice .
Positive,Positive,0.887769878,Accepted,"Good compensation, "
Positive,Positive,0.88788867,Accepted,Fun and supportive culture but too many task
Positive,Positive,0.888345301,Accepted,but benefit all great
Positive,Positive,0.888441503,Accepted,"Good benefits such as maternity, healthcare, dental, optical, etc."
Negative,Negative,0.888679206,Accepted,Chances of you getting a job permanently is almost impossible.
Positive,Positive,0.888771534,Accepted,Teamwork is always there in the bank industry.
Positive,Positive,0.888975859,Accepted,"Performance bonus , commission scheme for sales staff , retirement benefits for all officer level ."
Positive,Positive,0.889270782,Accepted,"Everyone worked together towards common goals, and the management valued hard work and integrity."
Negative,Negative,0.889921188,Accepted,"Additionally, there appears to be a lack of transparency in commission structures, with practices that may unintentionally favor certain individuals."
Positive,Positive,0.890079021,Accepted,"The acceptable overtime policy allowed for a healthy work-life balance, and the collaborative atmosphere within the bank made the workload more manageable."
Positive,Positive,0.890341222,Accepted,Please try this position as you will improve you thinking skill and communication skill.
Negative,Negative,0.890918553,Accepted,The workload that you must do was not worth it by the salary offer
Positive,Positive,0.89097172,Accepted,"Overall, the internship was rewarding, offering significant learning and development opportunities."
Positive,Positive,0.891450882,Accepted,good colleagues
Positive,Positive,0.8915236,Accepted,The staff benefits were good.
Positive,Positive,0.891763866,Accepted,Itâs a place where dedication and hard work are key to success.
Positive,Positive,0.891783059,Accepted,benefits are great
Positive,Positive,0.891907632,Accepted,Anyways I find many good friends.
Positive,Positive,0.89256829,Accepted," it offers stability, career growth opportunities, and valuable banking experience."
Negative,Negative,0.892802298,Accepted,The Hardest Part: - KPI & Do sales since slow walk in at the branch
Positive,Positive,0.892802477,Accepted,Good benefits
Positive,Positive,0.892907858,Accepted,"The leadership team was approachable, and there were many opportunities to grow and learn within the organization."
Negative,Negative,0.892980278,Accepted,"if you like to work late at night without ot, getting scold with your senior, getting push by your colleges, unproper training given by your company, then this is the job your looking for."
Positive,Positive,0.893037021,Accepted,"team work is going well with team members, management is goodï¸ Together progress"
Positive,Positive,0.893368721,Accepted,Busy but supportive work environment
Negative,Negative,0.893545926,Accepted,Poor management and lack of guidance
Positive,Positive,0.893688917,Accepted,Productive & Good Place to learn
Positive,Positive,0.893795311,Accepted,I enjoyed the most during work-collaboration with other departments
Negative,Negative,0.894221485,Accepted,"There seems to be a disconnect between upper management's vision and the day-to-day operations, leading to confusion and a sense of aimlessness among employees."
Positive,Positive,0.89456147,Accepted,valued experience
Negative,Negative,0.894803464,Accepted,Too much politics
Negative,Negative,0.894819796,Accepted,Unproper training.
Negative,Negative,0.895205081,Accepted,Workload didnât worth the salary.
Negative,Negative,0.895325899,Accepted,Challenging environment
Negative,Negative,0.895548761,Accepted,Creating a bad environment to work.
Positive,Positive,0.895590603,Accepted,Meet good colleagues and friends.
Positive,Positive,0.895717323,Accepted,Stable job and good remuneration.
Positive,Positive,0.896074831,Accepted,Good for fresh graduate to take experience
Negative,Negative,0.896446824,Accepted,Hardly have employee empowerment.
Positive,Positive,0.896535516,Accepted,"While there is still room for improvement in terms of workload balance and clearer communication at times, the overall atmosphere remains motivating."
Positive,Positive,0.896610677,Accepted,"The working environment was professional yet friendly, making it easy to adapt and learn."
Positive,Positive,0.896628499,Accepted,"fun, nice, chill workplace, sometimes stressful, Good for Union Staff (Low Rank Position Fixed annual increment and salary adjustment every year, however amount is small"
Negative,Negative,0.89690572,Accepted,No proper workspace for meeting clients
Positive,Positive,0.897182941,Accepted,Team mates are knowledgeable and helpful.
Positive,Positive,0.89721024,Accepted,I take has a challenge and enhance my work skill.
Negative,Negative,0.897773325,Accepted,"Moreover, there is a lack of transparency in the compensation distribution process."
Positive,Positive,0.898341954,Accepted,Colleagues were very helpful.
Positive,Positive,0.898460448,Accepted,Year-end bonus is very generous.
Positive,Positive,0.898825943,Accepted,Good commission and fun place to work Nice and understanding management Stressful when comes to sales.
Positive,Positive,0.898883462,Accepted,Great for experience
Positive,Positive,0.89902997,Accepted,Good environment and helpful colleagues.
Negative,Negative,0.899779856,Accepted,Not suitable for family person.
Positive,Positive,0.899906397,Accepted,Nice workplace.
Positive,Positive,0.899979413,Accepted,good environment and supportive
Positive,Positive,0.900356114,Accepted,Good thing are the benefits like AL and bonus.
Negative,Negative,0.900851309,Accepted,Buli staff all the way eventho they made mistakes n didnt admit it.
Positive,Positive,0.901137114,Accepted,Good benefits like flexcare.
Positive,Positive,0.901451707,Accepted,Flexible Workplace
Positive,Positive,0.901461899,Accepted,Good place to work.
Positive,Positive,0.901741862,Accepted,Good colleagues and the task can be conducted efficiently.
Positive,Positive,0.902005255,Accepted,The most enjoyable part of the job is people to guide you and some genuine people around.
Positive,Positive,0.902214587,Accepted,Customer base are quite wide and can be tricky to handle but the customer are very warm to hear any proposal from maybank
Positive,Positive,0.902402997,Accepted,Benefits wise are quite good in banking industry.
Negative,Negative,0.902670205,Accepted,Career growth no unless you are chinese
Positive,Positive,0.903281987,Accepted,Good company and exposure for junior level.
Positive,Positive,0.90340656,Accepted,"Colleagues are friendly, have to service with a lot of walk in customers, normally you can only start your works after 4pm"
Positive,Positive,0.903432488,Accepted,Good Benefits 
Positive,Positive,0.903987288,Accepted,"High salary, especially for fresh graduates who intend to work here"
Negative,Negative,0.904084206,Accepted,bad management.
Positive,Positive,0.904089093,Accepted,Best learning experience.
Positive,Positive,0.904345691,Accepted,Great medical benefits
Negative,Negative,0.904394746,Accepted,"At times, certain staff members have spoken harshly or disrespectfully toward others, yet no action was taken to address it."
Positive,Positive,0.90442574,Accepted,"selling sme loan by looking for your own cases are hectic having a good leader to guide you along the way as a freshie would help out a lot nonetheless, good benefits and flexible work schedule"
Positive,Positive,0.905164003,Accepted,"The work environment is fast-paced, with supportive senior colleagues and ample opportunities to learn."
Positive,Positive,0.905311048,Accepted,RHB take care of staffs and give good benefit 
Negative,Negative,0.9053635,Accepted,Not recommended
Positive,Positive,0.905578494,Accepted,"as this would be the great platform to sharpen my communication skills, knowledge enhancement, grow in self-contidence & maturity and develop good teamwork"
Positive,Positive,0.90617305,Accepted,Learnt a lot of new stuff and get a lot of help from higher ups regarding the work scope.
Positive,Positive,0.906430721,Accepted,the good place to enhance skill in ur career in financial institutions .
Positive,Positive,0.906471908,Accepted,"work life balance, good elearning"
Positive,Positive,0.906476021,Accepted,"Overall, this experience has been enriching, and Iâm grateful for the opportunity to have been part of such a dynamic environment."
Positive,Positive,0.906548738,Accepted,"My time at PBB was a valuable learning experience, and I'm grateful for the opportunities I had during my tenure."
Positive,Positive,0.906602979,Accepted,"A lot of parties or events, good for extrovert "
Positive,Positive,0.906626582,Accepted,"The workplace also provides good opportunities to develop new skills, whether through hands-on tasks or guidance from more experienced colleagues."
Positive,3,0.90665108,Accepted,"So well equipped yourself with knowledge, and practiced to rely on many OICs/TMs for the same inquiries."
Positive,Positive,0.906716883,Accepted,"work life balance, good elearning, internaltional exposure, the pay might not as high as other local bank but they pay is quite fair."
Positive,Positive,0.90674603,Accepted,Good career progression opportunities
Positive,Positive,0.907346189,Accepted,good for learning something new
Positive,Positive,0.907804906,Accepted,Colleagues nice and helpful Got shift allowance Be independent and quick learn in order to settle customer inquiries
Positive,Positive,0.907810569,Accepted,Fast paced environment and can learn a lot of new things.
Positive,Positive,0.907899976,Accepted,friendly staff and good environment.
Negative,Negative,0.908088624,Accepted,"Superiors are just not very welcoming, there is this heavy aura around them."
Positive,Positive,0.9081406,Accepted,Good Hybrid working + flexible hours
Negative,Negative,0.908378363,Accepted,"The management doesn't help, but adds more stress "
Negative,Negative,0.908378541,Accepted,Poor leadership where the leader work too long and has all the power.
Positive,Positive,0.908402264,Accepted,Healthy communication and good experiences.
Positive,Positive,0.908728242,Accepted,Helpful colleagues as well and are willing to teach new joiners.
Positive,Positive,0.908821762,Accepted,"Learn various things during my period, got the supportive supervisor and good working environment."
Positive,Positive,0.908973038,Accepted,"I had the chance to work on real-world projects, apply my skills, and learn from talented professionals."
Negative,Negative,0.909231246,Accepted,"As a result, employees are now handling workloads far beyond their capacity, yet compensation remains minimal, with low increments and bonuses."
Positive,Positive,0.909522295,Accepted,Helpful senior but seniority culture quite strong
Positive,Positive,0.909975708,Accepted,The remuneration is also quite good.
Negative,Negative,0.91037029,Accepted,Not productive and efficient environment
Positive,Positive,0.910427928,Accepted,Great for newbie.
Positive,Positive,0.910519063,Accepted,"The team is friendly, approachable, and always willing to help when needed."
Negative,Negative,0.910684645,Accepted,Cons workload is alot
Negative,Negative,0.91072917,Accepted,"Work Load, old systems, difficult to get permanent."
Positive,Positive,0.910960913,Accepted,"This experience allowed me to enhance my communication, teamwork, and problem-solving skills while learning from experienced professionals."
Positive,Positive,0.910960913,Accepted,"This experience allowed me to enhance my communication, teamwork, and problem-solving skills while learning from experienced professionals."
Positive,Positive,0.911382198,Accepted,Value employees and provide training and development as well as experiences
Positive,Positive,0.911426842,Accepted,my supervisor has been very helpful in teaching me the basics of the job to start of in the industry.
Positive,Positive,0.911621213,Accepted,Fun and encouraging
Positive,Positive,0.911821306,Accepted,"Learn a lot, good managers"
Positive,Positive,0.911961913,Accepted,Good environment for fresh geas.
Negative,Negative,0.912442029,Accepted,"However, the workflow very messy & u gotta do everything & not specialised in something, which not align with my career goals."
Positive,Positive,0.91254425,Accepted,so far ive had good time with good manager.
Positive,Positive,0.912545204,Accepted,Nice place to work
Negative,Negative,0.912608624,Accepted,Too much politics issue between bosses which is affected the staff.
Positive,Positive,0.912748873,Accepted,"Overall, it has been a valuable and rewarding experience that has strengthened my skills and understanding of the role."
Positive,Positive,0.912858903,Accepted,good place to work
Negative,Negative,0.913467824,Accepted,Banking will be stressful
Positive,Positive,0.913721979,Accepted,"Working at CIMB Bank offers a range of experiences, Learning Opportunities: can develop new skills and advance the career"
Positive,Positive,0.914381564,Accepted,"They always include me in every meeting, give advices and guide when I need it."
Positive,Positive,0.914406598,Accepted,Great benefits.
Positive,Positive,0.91441679,Accepted,Good bonus and benefit.
Positive,Positive,0.914484859,Accepted,stressful job but great benefit
Positive,Positive,0.914706051,Accepted,Made many amazing friends .
Positive,Positive,0.91507566,Accepted,Everyone is welcoming and even the ceo are greeting interns in a friendlt manner.
Positive,Positive,0.915086389,Accepted,Good vibe working here
Positive,Positive,0.915146768,Accepted,fun to work with
Positive,Positive,0.915267646,Accepted,A typical work place with great colleagues and manager in guiding the work flow.
Positive,Positive,0.915271521,Accepted,The Hire Purchase Department at Public Bank provides a structured and professional working environment that offers valuable exposure to consumer financing and credit operations.
Negative,Negative,0.915651202,Accepted,"I felt stress and harmful to continue my job, lastly I suggested to leave the organization."
Positive,Positive,0.915726185,Accepted,"Thereâs a good work-life balance, especially with the weekly work-from-home option."
Negative,Negative,0.915756881,Accepted,"When come to salary/OT/claim/commission, leader always try to deceive(always need to further find out with HR)."
Positive,Positive,0.916191459,Accepted,What you learned: - Good Communication
Negative,Negative,0.916265368,Accepted,very tedious job .
Positive,Positive,0.916570544,Accepted,The good thing about the management
Positive,Positive,0.91688925,Accepted,RHB created happy and enjoy environment 
Positive,Positive,0.917257667,Accepted,Good pay and bonus.
Positive,Positive,0.918162167,Accepted,These benefits reflect the companyâs commitment to supporting and enriching the lives of its employees.
Positive,Positive,0.918190241,Accepted,It provided me with valuable insights into the cooperative banking sector and contributed significantly to my personal and professional development.
Positive,Positive,0.918397188,Accepted,"Teamwork , work life balance especially gor ladies."
Positive,Positive,0.918502867,Accepted,goodplace for newbies.
Positive,Positive,0.918718219,Accepted,Pay is high
Negative,Negative,0.91896832,Accepted,Stressful if cannot hit sales target
Positive,Positive,0.91912967,Accepted,Very helpful managers that guides me in any way possible.
Positive,Positive,0.919213891,Accepted,A lot of opportunities to learn and develop skills
Positive,Positive,0.919376433,Accepted,"A key advantage is the inclusion of various allowances such as housing rent allowance (HRA), dearness allowance (DA), and special allowances."
Positive,Positive,0.919401348,Accepted,Good place to start as a first time official job.
Negative,Negative,0.919457495,Accepted,"the overall experience has been subpar due to ineffective management, poor work-life balance, and limited career development opportunities."
Positive,Positive,0.919720531,Accepted,Good bonus and benefit
Negative,Negative,0.919759035,Accepted,"Cannot go back on time, a lot of manual work and unnecessary things."
Positive,Positive,0.920152426,Accepted,"Great benefits such as annual leave, medical benefit."
Positive,Positive,0.920211256,Accepted,good experience and trained to become good customer services.
Positive,Positive,0.920233369,Accepted,Its a good place to learn and good career progression.
Positive,Positive,0.920279026,Accepted,Good start to learn to be a banker.
Positive,Positive,0.920959294,Accepted,Career Growth Opportunities: Maybank is known for offering career advancement opportunities.
Positive,Positive,0.921184659,Accepted,This is the best thing in PB.
Positive,Positive,0.921253204,Accepted,Some OICs did good things when they willingly shared notes about raising the service request.
Positive,Positive,0.921292663,Accepted,Good bosses.
Positive,Positive,0.921389818,Accepted,Every piece of advice and every small lesson has helped me improve and become more efficient in handling my responsibilities.
Positive,Positive,0.921415448,Accepted,Supportive boss and good colleagues
Negative,Negative,0.9216308,Accepted,Some staffs act bossy and like to scold colleagues.
Positive,Positive,0.921734452,Accepted,good working environment
Negative,Negative,0.921877027,Accepted,no work life balance
Positive,Positive,0.921893954,Accepted,Supportive colleagues around to show and guide how the job is done .
Negative,Negative,0.9225986,Accepted,"Impose very strict and lousy rules and most of the time, very pushy and keep forcing staffs to perform OTs."
Positive,Positive,0.922668934,Accepted,"Have a good benefit, continuous learning, great teamwork with the team."
Positive,Positive,0.923055887,Accepted,Fun work place
Negative,Negative,0.9234429,Accepted,Stressful job with little support or recognition.
Positive,Positive,0.924269617,Accepted,"The work culture was friendly, supportive, and team driven."
Positive,Positive,0.924281061,Accepted,Good employee benefit.
Positive,Positive,0.924288392,Accepted,Fun working environment
Positive,Positive,0.924511254,Accepted,"I appreciate the collaborative culture, where ideas are welcomed and everyoneâs input is valued."
Positive,Positive,0.924641967,Accepted,"good colleagues, good environment and good management."
Positive,Positive,0.924707115,Accepted,but you might meet some great management
Positive,Positive,0.924760938,Accepted,Fun workplace
Positive,Positive,0.925102651,Accepted,Good salary and bonuses Alot of annual leaves Average for benefits Stress depends on department Good environment and can learn alot Overall good for starting career here
Positive,Positive,0.92517823,Accepted,Fun to mix around with other departments as everyone is in an open office.
Positive,Positive,0.925743759,Accepted,Great environment 
Positive,Positive,0.925848305,Accepted,Work-Life Balance: Reasonable workload and flexible arrangements support personal well-being.
Positive,Positive,0.925930977,Accepted,The office is great and has a nice team to work together.
Negative,Negative,0.926142812,Accepted,some management are suck 
Positive,Positive,0.926251888,Accepted,Colleagues are helpful and supportive.
Positive,Positive,0.926387072,Accepted,"With thorough guidance and resilient, every job made possible."
Negative,Negative,0.927128673,Accepted,"substandard human element when management deals with employees, poor EQ and low empathy."
Positive,Positive,0.927910984,Accepted,"Good environment, good salary, will give u experience, "
Negative,Negative,0.928059876,Accepted,"Additionally, the work-life balance at CIMB leaves much to be desired."
Negative,Negative,0.928345978,Accepted,"High pressure, long hours, limited growth opportunities."
Positive,Positive,0.928678751,Accepted,good place for newbies
Positive,Positive,0.928777218,Accepted,"One notable aspect of the job was the yearly bonuses, which were exceptionally good."
Positive,Positive,0.928816736,Accepted,"In conclusion, while there are some positive aspects to working at CIMB, such as a supportive team environment and convenient location, "
Positive,Positive,0.928862929,Accepted,Colleagues are supportive and helpful 
Positive,Positive,0.928889334,Accepted,Flexible working hours and supportive colleagues.
Negative,Negative,0.929205894,Accepted,One of the most glaring issues is the lack of effective management.
Positive,Positive,0.92940861,Accepted,Employee recognition and culture.
Positive,Positive,0.929434955,Accepted,All the team was very helpful.
Positive,Positive,0.929492533,Accepted,Good company to work for.
Positive,Positive,0.929751456,Accepted,I spent more than 10 years at Bank Islam and found the benefits to be quite comprehensive.
Positive,Positive,0.929957092,Accepted,Good place to start your career
Positive,Positive,0.929972589,Accepted,The workplace is nice and people are also willing to help.
Positive,Positive,0.929975748,Accepted,Rights by you both to the staff and customer
Positive,Positive,0.930495501,Accepted,"HR is so helpful, usually remain in the company after internship."
Positive,Positive,0.930530965,Accepted,"On a personal level, they are approachable and supportive, creating a friendly and collaborative environment."
Positive,Positive,0.930672407,Accepted,Work-Life Balance: Many reviews highlight the company's efforts to maintain a good work-life balance.
Positive,Positive,0.931130588,Accepted,Great networking
Negative,Negative,0.931346536,Accepted,Cons: Pace of Change: Decision-making can sometimes be slower due to the size of the organization.
Positive,Positive,0.931386173,Accepted,In some teams you generally get good colleagues who are supportive.
Negative,Negative,0.931557059,Accepted,Forcefully have to OT on weekdays without paid!
Positive,Positive,0.931569278,Accepted,"All colleagues, team leaders and seniors are all great."
Negative,Negative,0.931643069,Accepted,My time at CIMB has unfortunately been less than satisfactory.
Positive,Positive,0.931761622,Accepted,"The team was supportive and always willing to guide me, which helped me develop both technical and communication skills."
Positive,Positive,0.931981444,Accepted,"The company fosters a culture of feedback, which helps employees feel heard and valued."
Negative,Negative,0.932606041,Accepted,"Long working hours without pay, old school, very traditional company, a lot of paperworks, system always hang especially in the eveningâ¦ nothing good except the benefits like increment and bonus and low interest on HL and HP.."
Positive,Positive,0.932807386,Accepted,Good set of elearning to keep employees embraced with the current economy.
Positive,Positive,0.932936132,Accepted,Decent Place to Start Your Internship
Positive,Positive,0.932987869,Accepted,Supportive colleagues as they always show the guidance towards the new employees.
Positive,Positive,0.933023095,Accepted,Really enjoyed
Positive,Positive,0.933287144,Accepted,"There is always a good teamwork, hopefully this been continued."
Positive,Positive,0.933321118,Accepted,Productive and hectic
Positive,Positive,0.933671713,Accepted,Good employee benefits.
Positive,Positive,0.933874369,Accepted,They trained you to become professional in handling customer Good experience in banking system Friends are very friendly Making new friends and helpful friends
Positive,Positive,0.934236169,Accepted,Competitive Progression: Career advancement can be competitive in certain departments.
Positive,Positive,0.934690237,Accepted,"A good team can help ease the workload, provide guidance, and create a positive work environment, making it easier to manage stress."
Positive,Positive,0.934844732,Accepted,Colleagues is helpful and friendly
Positive,Positive,0.934874654,Accepted,Good paying company and work life balance.
Positive,Positive,0.935072243,Accepted,Nice colleagues and good place to learn.
Positive,Positive,0.935169995,Accepted,"There is a strong sense of teamwork, and people enjoy working in a diverse, respectful, and supportive environment."
Positive,Positive,0.935400009,Accepted,"Public Bank offers strong pay, bonuses & stability,"
Negative,Negative,0.935479999,Accepted,"There was no work-life balance, and internal politics were overwhelming."
Negative,Negative,0.935550153,Accepted,Bad management
Positive,Positive,0.935829401,Accepted,Productive and good place to learn
Negative,Negative,0.93595928,Accepted,"therefore, explore other firm or field this place is not recommended for the sake of sanity."
Negative,Negative,0.936334252,Accepted,System very outdated & bad.
Positive,Positive,0.936410069,Accepted,but enjoyable routine that kept me motivated and constantly learning.
Positive,Positive,0.936640501,Accepted,"Nice place to start your career, "
Positive,Positive,0.936790884,Accepted,fun workplace
Positive,Positive,0.937095404,Accepted,Nice working environment and space.
Positive,Positive,0.937455595,Accepted,Fast and Easy interview and hiring process Flexible working hour as sales person Friendly Colleague
Positive,Positive,0.937725127,Accepted,fun workplace if got some friends shift good team leader good salary and benefit OT they paid salary on time
Negative,Negative,0.937893212,Accepted,Cons: 1 person would do jobs of 3 people at other banks Expected to learn on the go old tech and equipment
Positive,Positive,0.937962353,Accepted,Pro: Pleasant environment.
Positive,Positive,0.938167691,Accepted,"Our company offers exceptional benefits, including comprehensive health coverage, generous retirement plans, flexible work arrangements, professional development opportunities, wellness programs, and recognition for our hard work."
